type,bug,error,file,solver,status1,status2,mutation_type
consistency,efficiency,-15463.0,ej.mps.gz,both,optimal,time_limit_feasible,
metamorphic,no,0.0,ej.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,efficiency,7.0,ej.mps.gz,cplex,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,no,0.0,ej.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,ej.mps.gz,cplex,time_limit_feasible,time_limit_feasible,ScaleObjective
consistency,no,,stein9inf.mps.gz,both,infeasible,infeasible,
metamorphic,no,,stein9inf.mps.gz,gurobi,infeasible,infeasible,TranslateObjective
metamorphic,no,,stein9inf.mps.gz,cplex,infeasible,infeasible,TranslateObjective
metamorphic,no,,stein9inf.mps.gz,gurobi,infeasible,infeasible,ScaleObjective
metamorphic,no,,stein9inf.mps.gz,cplex,infeasible,infeasible,ScaleObjective
consistency,no,,flugplinf.mps.gz,both,infeasible,infeasible,
metamorphic,no,,flugplinf.mps.gz,gurobi,infeasible,infeasible,TranslateObjective
metamorphic,no,,flugplinf.mps.gz,cplex,infeasible,infeasible,TranslateObjective
metamorphic,no,,flugplinf.mps.gz,gurobi,infeasible,infeasible,ScaleObjective
metamorphic,no,,flugplinf.mps.gz,cplex,infeasible,infeasible,ScaleObjective
consistency,no,,enlight4.mps.gz,both,infeasible,infeasible,
metamorphic,no,,enlight4.mps.gz,gurobi,infeasible,infeasible,TranslateObjective
metamorphic,no,,enlight4.mps.gz,cplex,infeasible,infeasible,TranslateObjective
metamorphic,no,,enlight4.mps.gz,gurobi,infeasible,infeasible,ScaleObjective
metamorphic,no,,enlight4.mps.gz,cplex,infeasible,infeasible,ScaleObjective
consistency,no,0.0,markshare_4_0.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,markshare_4_0.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,markshare_4_0.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,markshare_4_0.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,markshare_4_0.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,no,,stein15inf.mps.gz,both,infeasible,infeasible,
metamorphic,no,,stein15inf.mps.gz,gurobi,infeasible,infeasible,TranslateObjective
metamorphic,no,,stein15inf.mps.gz,cplex,infeasible,infeasible,TranslateObjective
metamorphic,no,,stein15inf.mps.gz,gurobi,infeasible,infeasible,ScaleObjective
metamorphic,no,,stein15inf.mps.gz,cplex,infeasible,infeasible,ScaleObjective
consistency,no,0.0,flugpl.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,flugpl.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,flugpl.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,flugpl.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,flugpl.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,no,0.0,gr4x6.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,gr4x6.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,gr4x6.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,2.2737367544323206e-13,gr4x6.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,2.2737367544323206e-13,gr4x6.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,no,,p2m2p1m1p0n100.mps.gz,both,infeasible,infeasible,
metamorphic,no,,p2m2p1m1p0n100.mps.gz,gurobi,infeasible,infeasible,TranslateObjective
metamorphic,no,,p2m2p1m1p0n100.mps.gz,cplex,infeasible,infeasible,TranslateObjective
metamorphic,no,,p2m2p1m1p0n100.mps.gz,gurobi,infeasible,infeasible,ScaleObjective
metamorphic,no,,p2m2p1m1p0n100.mps.gz,cplex,infeasible,infeasible,ScaleObjective
consistency,no,0.0,markshare_5_0.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,markshare_5_0.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,markshare_5_0.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,markshare_5_0.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,markshare_5_0.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,no,,g503inf.mps.gz,both,infeasible,infeasible,
metamorphic,no,,g503inf.mps.gz,gurobi,infeasible,infeasible,TranslateObjective
metamorphic,no,,g503inf.mps.gz,cplex,infeasible,infeasible,TranslateObjective
metamorphic,no,,g503inf.mps.gz,gurobi,infeasible,infeasible,ScaleObjective
metamorphic,no,,g503inf.mps.gz,cplex,infeasible,infeasible,ScaleObjective
consistency,no,0.0,b-ball.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,b-ball.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,b-ball.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,b-ball.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,b-ball.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,efficiency,7.0,markshare1.mps.gz,both,time_limit_feasible,time_limit_feasible,
metamorphic,efficiency,8.0,markshare1.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,efficiency,2.0,markshare1.mps.gz,cplex,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,efficiency,14.0,markshare1.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,ScaleObjective
metamorphic,efficiency,2.0,markshare1.mps.gz,cplex,time_limit_feasible,time_limit_feasible,ScaleObjective
consistency,no,0.0,markshare2.mps.gz,both,time_limit_feasible,time_limit_feasible,
metamorphic,no,0.0,markshare2.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,efficiency,5.0,markshare2.mps.gz,cplex,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,efficiency,48.0,markshare2.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,ScaleObjective
metamorphic,efficiency,16.0,markshare2.mps.gz,cplex,time_limit_feasible,time_limit_feasible,ScaleObjective
consistency,no,0.0,enlight8.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,enlight8.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,enlight8.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,enlight8.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,enlight8.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,no,0.0,gt2.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,gt2.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,gt2.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,gt2.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,gt2.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,no,0.0,neos-1425699.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,neos-1425699.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,neos-1425699.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,neos-1425699.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,neos-1425699.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,no,,enlight9.mps.gz,both,infeasible,infeasible,
metamorphic,no,,enlight9.mps.gz,gurobi,infeasible,infeasible,TranslateObjective
metamorphic,no,,enlight9.mps.gz,cplex,infeasible,infeasible,TranslateObjective
metamorphic,no,,enlight9.mps.gz,gurobi,infeasible,infeasible,ScaleObjective
metamorphic,no,,enlight9.mps.gz,cplex,infeasible,infeasible,ScaleObjective
consistency,no,0.0,neos-5192052-neckar.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,neos-5192052-neckar.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,neos-5192052-neckar.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,neos-5192052-neckar.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,neos-5192052-neckar.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,no,0.0,enlight_hard.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,enlight_hard.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,enlight_hard.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,enlight_hard.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,enlight_hard.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,no,0.0,rlp1.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,rlp1.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,rlp1.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,rlp1.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,rlp1.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,no,0.0,pk1.mps.gz,both,optimal,optimal_tolerance,
metamorphic,no,0.0,pk1.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,pk1.mps.gz,gurobi,optimal,optimal,ScaleObjective
consistency,no,,enlight11.mps.gz,both,infeasible,infeasible,
metamorphic,no,,enlight11.mps.gz,gurobi,infeasible,infeasible,TranslateObjective
metamorphic,no,,enlight11.mps.gz,cplex,infeasible,infeasible,TranslateObjective
metamorphic,no,,enlight11.mps.gz,gurobi,infeasible,infeasible,ScaleObjective
metamorphic,no,,enlight11.mps.gz,cplex,infeasible,infeasible,ScaleObjective
consistency,no,0.0,noswot.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,noswot.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,noswot.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,noswot.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,noswot.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,no,,pb-market-split8-70-4.mps.gz,both,time_limit_infeasible,time_limit_infeasible,
metamorphic,no,,pb-market-split8-70-4.mps.gz,gurobi,time_limit_infeasible,time_limit_infeasible,TranslateObjective
metamorphic,no,,pb-market-split8-70-4.mps.gz,cplex,time_limit_infeasible,time_limit_infeasible,TranslateObjective
metamorphic,no,,pb-market-split8-70-4.mps.gz,gurobi,time_limit_infeasible,time_limit_infeasible,ScaleObjective
metamorphic,no,,pb-market-split8-70-4.mps.gz,cplex,time_limit_infeasible,time_limit_infeasible,ScaleObjective
consistency,no,-9.094947017729282e-13,ran13x13.mps.gz,both,optimal,optimal_tolerance,
metamorphic,no,0.0,ran13x13.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,ran13x13.mps.gz,gurobi,optimal,optimal,ScaleObjective
consistency,no,0.0,neos-5140963-mincio.mps.gz,both,time_limit_feasible,time_limit_feasible,
metamorphic,no,0.0,neos-5140963-mincio.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,no,0.0,neos-5140963-mincio.mps.gz,cplex,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,no,0.0,neos-5140963-mincio.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,ScaleObjective
metamorphic,no,0.0,neos-5140963-mincio.mps.gz,cplex,time_limit_feasible,time_limit_feasible,ScaleObjective
consistency,no,0.0,neos5.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,neos5.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,neos5.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,neos5.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,neos5.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,no,0.0,gen-ip054.mps.gz,both,time_limit_feasible,time_limit_feasible,
metamorphic,no,0.0,gen-ip054.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,determination,0.0,gen-ip054.mps.gz,cplex,time_limit_feasible,optimal_tolerance,TranslateObjective
metamorphic,efficiency,43.99940918799257,gen-ip054.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,ScaleObjective
metamorphic,no,0.0,gen-ip054.mps.gz,cplex,time_limit_feasible,time_limit_feasible,ScaleObjective
consistency,no,,stein45inf.mps.gz,both,infeasible,infeasible,
metamorphic,no,,stein45inf.mps.gz,gurobi,infeasible,infeasible,TranslateObjective
metamorphic,no,,stein45inf.mps.gz,cplex,infeasible,infeasible,TranslateObjective
metamorphic,no,,stein45inf.mps.gz,gurobi,infeasible,infeasible,ScaleObjective
metamorphic,no,,stein45inf.mps.gz,cplex,infeasible,infeasible,ScaleObjective
consistency,no,,neos859080.mps.gz,both,infeasible,infeasible,
metamorphic,no,,neos859080.mps.gz,gurobi,infeasible,infeasible,TranslateObjective
metamorphic,determination,,neos859080.mps.gz,cplex,infeasible,time_limit_infeasible,TranslateObjective
metamorphic,no,,neos859080.mps.gz,gurobi,infeasible,infeasible,ScaleObjective
metamorphic,no,,neos859080.mps.gz,cplex,infeasible,infeasible,ScaleObjective
consistency,no,0.0,supportcase16.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,supportcase16.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,supportcase16.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,supportcase16.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,supportcase16.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,no,-7.916241884231567e-09,timtab1.mps.gz,both,optimal,optimal_tolerance,
metamorphic,no,0.0,timtab1.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,timtab1.mps.gz,gurobi,optimal,optimal,ScaleObjective
consistency,no,0.0,supportcase14.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,supportcase14.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,supportcase14.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,supportcase14.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,supportcase14.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,no,-1.6370904631912708e-11,k16x240b.mps.gz,both,optimal,optimal_tolerance,
metamorphic,no,0.0,k16x240b.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,k16x240b.mps.gz,gurobi,optimal,optimal,ScaleObjective
consistency,efficiency,-0.9611150000000634,gen-ip016.mps.gz,both,time_limit_feasible,time_limit_feasible,
metamorphic,no,0.0,gen-ip016.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,efficiency,6.583317272001295,gen-ip016.mps.gz,cplex,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,efficiency,17.53799355999945,gen-ip016.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,ScaleObjective
metamorphic,efficiency,2.5008400000006077,gen-ip016.mps.gz,cplex,time_limit_feasible,time_limit_feasible,ScaleObjective
consistency,no,0.0,opt1217.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,opt1217.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,opt1217.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,opt1217.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,opt1217.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,no,0.0,p0201.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,p0201.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,p0201.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,p0201.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,p0201.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,no,0.0,f2gap40400.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,f2gap40400.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,f2gap40400.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,f2gap40400.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,f2gap40400.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,no,0.0,neos-3611689-kaihu.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,neos-3611689-kaihu.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,neos-3611689-kaihu.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,neos-3611689-kaihu.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,neos-3611689-kaihu.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,no,0.0,ran12x21.mps.gz,both,optimal,optimal_tolerance,
metamorphic,no,6.433005091821542e-05,ran12x21.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,4.919520597468363e-05,ran12x21.mps.gz,gurobi,optimal,optimal,ScaleObjective
consistency,no,7.450580596923828e-09,neos-3072252-nete.mps.gz,both,optimal,optimal_tolerance,
metamorphic,no,3.3527612686157227e-08,neos-3072252-nete.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,neos-3072252-nete.mps.gz,gurobi,optimal,optimal,ScaleObjective
consistency,no,0.0,neos-3610040-iskar.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,neos-3610040-iskar.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,neos-3610040-iskar.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,neos-3610040-iskar.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,neos-3610040-iskar.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,no,0.0,beavma.mps.gz,both,optimal,optimal_tolerance,
metamorphic,no,0.0,beavma.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,beavma.mps.gz,gurobi,optimal,optimal,ScaleObjective
consistency,no,,mod008inf.mps.gz,both,infeasible,infeasible,
metamorphic,no,,mod008inf.mps.gz,gurobi,infeasible,infeasible,TranslateObjective
metamorphic,no,,mod008inf.mps.gz,cplex,infeasible,infeasible,TranslateObjective
metamorphic,no,,mod008inf.mps.gz,gurobi,infeasible,infeasible,ScaleObjective
metamorphic,no,,mod008inf.mps.gz,cplex,infeasible,infeasible,ScaleObjective
consistency,determination,0.0,neos-3046615-murg.mps.gz,both,optimal,time_limit_feasible,
metamorphic,no,0.0,neos-3046615-murg.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,neos-3046615-murg.mps.gz,cplex,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,no,0.0,neos-3046615-murg.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,neos-3046615-murg.mps.gz,cplex,time_limit_feasible,time_limit_feasible,ScaleObjective
consistency,no,0.0,sp150x300d.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,sp150x300d.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,sp150x300d.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,sp150x300d.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,sp150x300d.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,no,,fhnw-sq2.mps.gz,both,time_limit_infeasible,time_limit_infeasible,
metamorphic,no,,fhnw-sq2.mps.gz,gurobi,time_limit_infeasible,time_limit_infeasible,TranslateObjective
metamorphic,no,,fhnw-sq2.mps.gz,cplex,time_limit_infeasible,time_limit_infeasible,TranslateObjective
metamorphic,no,,fhnw-sq2.mps.gz,gurobi,time_limit_infeasible,time_limit_infeasible,ScaleObjective
metamorphic,no,,fhnw-sq2.mps.gz,cplex,time_limit_infeasible,time_limit_infeasible,ScaleObjective
consistency,no,-2.9103830456733704e-11,dcmulti.mps.gz,both,optimal,optimal_tolerance,
metamorphic,no,0.0,dcmulti.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,correctness,13.5,dcmulti.mps.gz,gurobi,optimal,optimal,ScaleObjective
consistency,no,0.0,mas76.mps.gz,both,optimal,optimal_tolerance,
metamorphic,no,0.0,mas76.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,mas76.mps.gz,gurobi,optimal,optimal,ScaleObjective
consistency,no,0.0,neos-3611447-jijia.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,neos-3611447-jijia.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,neos-3611447-jijia.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,neos-3611447-jijia.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,neos-3611447-jijia.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,unclassified,,misc05inf.mps.gz,both,inf_or_unbd,Unknown status: 119,
metamorphic,unclassified,,misc05inf.mps.gz,gurobi,inf_or_unbd,inf_or_unbd,TranslateObjective
metamorphic,unclassified,,misc05inf.mps.gz,cplex,Unknown status: 119,Unknown status: 119,TranslateObjective
metamorphic,unclassified,,misc05inf.mps.gz,gurobi,inf_or_unbd,inf_or_unbd,ScaleObjective
metamorphic,unclassified,,misc05inf.mps.gz,cplex,Unknown status: 119,Unknown status: 119,ScaleObjective
consistency,no,0.0,nexp-50-20-1-1.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,nexp-50-20-1-1.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,nexp-50-20-1-1.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,nexp-50-20-1-1.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,nexp-50-20-1-1.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,no,0.0,blend2.mps.gz,both,optimal,optimal_tolerance,
metamorphic,correctness,0.5049359999993612,blend2.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,1.4210854715202004e-14,blend2.mps.gz,gurobi,optimal,optimal,ScaleObjective
consistency,determination,-1.4551915228366852e-11,mas74.mps.gz,both,optimal,time_limit_feasible,
metamorphic,determination,1.8189894035458565e-12,mas74.mps.gz,gurobi,optimal,time_limit_feasible,TranslateObjective
metamorphic,no,0.0,mas74.mps.gz,cplex,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,no,1.4551915228366852e-11,mas74.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,1.4551915228366852e-11,mas74.mps.gz,cplex,time_limit_feasible,time_limit_feasible,ScaleObjective
consistency,determination,0.0,neos-3046601-motu.mps.gz,both,optimal,time_limit_feasible,
metamorphic,no,0.0,neos-3046601-motu.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,neos-3046601-motu.mps.gz,cplex,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,no,0.0,neos-3046601-motu.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,neos-3046601-motu.mps.gz,cplex,time_limit_feasible,time_limit_feasible,ScaleObjective
consistency,no,0.0,gen-ip021.mps.gz,both,optimal,optimal_tolerance,
metamorphic,no,0.0,gen-ip021.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,gen-ip021.mps.gz,gurobi,optimal,optimal,ScaleObjective
consistency,no,1.8189894035458565e-12,graphdraw-gemcutter.mps.gz,both,optimal,optimal_tolerance,
metamorphic,no,0.0,graphdraw-gemcutter.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,graphdraw-gemcutter.mps.gz,gurobi,optimal,optimal,ScaleObjective
consistency,no,0.0,gen-ip002.mps.gz,both,time_limit_feasible,time_limit_feasible,
metamorphic,no,0.0,gen-ip002.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,no,0.0,gen-ip002.mps.gz,cplex,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,no,0.0,gen-ip002.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,ScaleObjective
metamorphic,no,0.0,gen-ip002.mps.gz,cplex,time_limit_feasible,time_limit_feasible,ScaleObjective
consistency,no,0.0,rout.mps.gz,both,optimal,optimal_tolerance,
metamorphic,no,0.0,rout.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,rout.mps.gz,gurobi,optimal,optimal,ScaleObjective
consistency,efficiency,-7.968967652426363,control30-3-2-3.mps.gz,both,optimal,time_limit_feasible,
metamorphic,no,0.0,control30-3-2-3.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,3.0245973903220147e-07,control30-3-2-3.mps.gz,cplex,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,correctness,0.008469765800050766,control30-3-2-3.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,3.4452526538331085e-06,control30-3-2-3.mps.gz,cplex,time_limit_feasible,time_limit_feasible,ScaleObjective
consistency,no,-5.9117155615240335e-12,r50x360.mps.gz,both,optimal,optimal_tolerance,
metamorphic,no,0.0,r50x360.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,r50x360.mps.gz,gurobi,optimal,optimal,ScaleObjective
consistency,no,0.0,glass4.mps.gz,both,optimal,optimal_tolerance,
metamorphic,no,0.0,glass4.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,glass4.mps.gz,gurobi,optimal,optimal,ScaleObjective
consistency,efficiency,-1.2373340763333545,neos-3754480-nidda.mps.gz,both,time_limit_feasible,time_limit_feasible,
metamorphic,efficiency,1.1924636661278782,neos-3754480-nidda.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,no,2.546585164964199e-11,neos-3754480-nidda.mps.gz,cplex,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,no,1.1641532182693481e-10,neos-3754480-nidda.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,ScaleObjective
metamorphic,no,1.1641532182693481e-10,neos-3754480-nidda.mps.gz,cplex,time_limit_feasible,time_limit_feasible,ScaleObjective
consistency,no,0.0,neos-2624317-amur.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,neos-2624317-amur.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,neos-2624317-amur.mps.gz,cplex,optimal,optimal_tolerance,TranslateObjective
metamorphic,no,3.552713678800501e-15,neos-2624317-amur.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,3.552713678800501e-15,neos-2624317-amur.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,no,-1.5298873279334657e-13,neos-2657525-crna.mps.gz,both,time_limit_feasible,time_limit_feasible,
metamorphic,no,0.0,neos-2657525-crna.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,efficiency,5.419783600000301,neos-2657525-crna.mps.gz,cplex,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,no,0.0,neos-2657525-crna.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,ScaleObjective
metamorphic,no,3.0597746558669314e-13,neos-2657525-crna.mps.gz,cplex,time_limit_feasible,time_limit_feasible,ScaleObjective
consistency,no,,neos-2626858-aoos.mps.gz,both,infeasible,infeasible,
